,person,name,description,abstract,birthPlaceName,lat,long,birthDate
651,http://dbpedia.org/resource/Ben_Tucker,Ben Tucker,"Benjamin M. Tucker (December 13, 1930 – June 4, 2013) was an American jazz bassist who appeared on hundreds of recordings. Tucker played on albums by Art Pepper, Billy Taylor, Quincy Jones, Grant Green, Dexter Gordon, Hank Crawford, Junior Mance, and Herbie Mann. He was born in Tennessee. As bass player in the Dave Bailey Quintet in 1961, he wrote the instrumental version of the song ""Comin' Home Baby!"", first issued on the album Two Feet in the Gutter. Bob Dorough later wrote a lyric to the song, and the vocal version became a Top 40 hit for jazz singer Mel Tormé in 1962.","Benjamin M. Tucker (December 13, 1930 – June 4, 2013) was an American jazz bassist who appeared on hundreds of recordings. Tucker played on albums by Art Pepper, Billy Taylor, Quincy Jones, Grant Green, Dexter Gordon, Hank Crawford, Junior Mance, and Herbie Mann. He was born in Tennessee. As bass player in the Dave Bailey Quintet in 1961, he wrote the instrumental version of the song ""Comin' Home Baby!"", first issued on the album Two Feet in the Gutter. Bob Dorough later wrote a lyric to the song, and the vocal version became a Top 40 hit for jazz singer Mel Tormé in 1962. Tucker released the album Baby, You Should Know It (Ava, 1963) with Victor Feldman, Larry Bunker, Bobby Thomas, Ray Crawford, Tommy Tedesco, and Carlos ""Patato"" Valdes. By 1972, Tucker owned two radio stations, WSOK-AM, which had over 400,000 listeners, and WLVH-FM. Both of these were located in his hometown of Savannah, Georgia. He died in a traffic collision in Hutchinson Island, Georgia, on June 4, 2013.","Nashville, Tennessee, U.S.",36.1667,-86.7833,1930.0
652,http://dbpedia.org/resource/Ben_Webster,Ben Webster,"Benjamin Francis Webster (March 27, 1909 – September 20, 1973) was an American jazz tenor saxophonist.","Benjamin Francis Webster (March 27, 1909 – September 20, 1973) was an American jazz tenor saxophonist.","Kansas City, Missouri U.S.",39.0997,-94.5783,1909.0
653,http://dbpedia.org/resource/Ben_Williams_(musician),Ben Williams,"Ben Williams (born December 28, 1984, Washington, D.C.) is an American jazz bassist.","Ben Williams (born December 28, 1984, Washington, D.C.) is an American jazz bassist.","Washington, D.C., U.S.",38.9047,-77.0164,1984.0
654,http://dbpedia.org/resource/Benedikte_Shetelig_Kruse,Benedikte Kruse,"Benedikte Shetelig Kruse (born 20 December 1979 in Oslo, Norway) is a Norwegian singer and actor, daughter of Professor of music, Gro Shetelig Kruse, and the Composer Bjørn Kruse. She is the sister of actress and singers Jannike and Anine Kruse.","Benedikte Shetelig Kruse (born 20 December 1979 in Oslo, Norway) is a Norwegian singer and actor, daughter of Professor of music, Gro Shetelig Kruse, and the Composer Bjørn Kruse. She is the sister of actress and singers Jannike and Anine Kruse.",http://dbpedia.org/resource/Oslo,59.9139,10.7522,1979.0
655,http://dbpedia.org/resource/Bengan_Janson,Bengan Janson,"Bengt Åke ""Bengan"" Jansson (born 23 February 1963 in Stockholm) is a Swedish accordionist. He plays Swedish folk music, Swedish ballads, pop, rock, and jazz, and has performed with artists such as Kalle Moraeus, Anne Sofie von Otter, Björn Skifs, Loa Falkman, and Allan Edwall. Moraeus and Janson form the duo Kalle & Bengan. Janson and Per Gudmundson received the Grammis award for Folk Music of the Year in 2019, for their album Hjeltamôs. Janson lives in Leksand with his wife Eva, who is also a musician, and their children.","Bengt Åke ""Bengan"" Jansson (born 23 February 1963 in Stockholm) is a Swedish accordionist. He plays Swedish folk music, Swedish ballads, pop, rock, and jazz, and has performed with artists such as Kalle Moraeus, Anne Sofie von Otter, Björn Skifs, Loa Falkman, and Allan Edwall. Moraeus and Janson form the duo Kalle & Bengan. At the age of eight, Janson started to play the accordion, when his brother tired of the instrument and gave his accordion to Bengan. He moved to Järvsö with his family in 1979, and met the jazz pianist Gösta Svensson who became influential for his musical development. In the late 1980s, he was a member of the band Östen med Resten. Janson and Per Gudmundson received the Grammis award for Folk Music of the Year in 2019, for their album Hjeltamôs. Janson lives in Leksand with his wife Eva, who is also a musician, and their children.",http://dbpedia.org/resource/Sweden,59.35,16.0,1963.0
665,http://dbpedia.org/resource/Benjamín_Brea,Benjamín Brea,"Benjamín Brea (18 September 1946 – 23 April 2014) was a Spanish-born Venezuelan musician, arranger and teacher, mostly associated with jazz, even though he had the advantage to play several music genres in various bands as a soloist as well as sideman and conductor.","Benjamín Brea (18 September 1946 – 23 April 2014) was a Spanish-born Venezuelan musician, arranger and teacher, mostly associated with jazz, even though he had the advantage to play several music genres in various bands as a soloist as well as sideman and conductor.",http://dbpedia.org/resource/Galicia_(Spain),42.5,-8.1,1946.0
666,http://dbpedia.org/resource/Bennie_Moten,Bennie Moten,"Benjamin ""Bennie"" Moten (November 13, 1894 – April 2, 1935) was an American jazz pianist and band leader born and raised in Kansas City, Missouri. He led the , the most important of the regional, blues-based orchestras active in the Midwest in the 1920s, and helped to develop the riffing style that would come to define many of the 1930s Big Bands.","Benjamin ""Bennie"" Moten (November 13, 1894 – April 2, 1935) was an American jazz pianist and band leader born and raised in Kansas City, Missouri. He led the , the most important of the regional, blues-based orchestras active in the Midwest in the 1920s, and helped to develop the riffing style that would come to define many of the 1930s Big Bands.","Kansas City, Missouri, United States",39.0997,-94.5783,1894.0
667,http://dbpedia.org/resource/Bennie_Wallace,Bennie Wallace,"Bennie Wallace (born November 18, 1946) is an American jazz tenor saxophonist.","Bennie Wallace (born November 18, 1946) is an American jazz tenor saxophonist.","Chattanooga, Tennessee, U.S.",35.0456,-85.2672,1946.0
668,http://dbpedia.org/resource/Benny_Benjamin,Benny Benjamin,"William ""Benny"" Benjamin (July 25, 1925 – April 20, 1969), nicknamed Papa Zita, was an American musician, most notable as the primary drummer for the Motown studio band known as The Funk Brothers. He was a native of Birmingham, Alabama. Benjamin was influenced by the work of drummers Buddy Rich and Tito Puente. He recorded with a studio set composed of Ludwig, Slingerland, Rogers and Gretsch components and probably Zildjian cymbals.","William ""Benny"" Benjamin (July 25, 1925 – April 20, 1969), nicknamed Papa Zita, was an American musician, most notable as the primary drummer for the Motown studio band known as The Funk Brothers. He was a native of Birmingham, Alabama. Benjamin originally learned to play drums in the style of the big band jazz groups in the 1940s. In 1958, Benjamin was Motown's first studio drummer, where he was noted for his dynamic style. Several Motown record producers, including Berry Gordy, refused to work on any recording sessions unless Benjamin was the drummer and James Jamerson was the bassist. The Beatles singled out Benjamin's drumming style upon meeting Gordy in the UK. Among the Motown songs Benjamin performed the drum tracks for are early hits such as ""Money (That's What I Want)"" by Barrett Strong and ""Do You Love Me"" by The Contours; as well as later hits such as ""Get Ready"" and ""My Girl"" by The Temptations, ""Uptight (Everything's Alright)"" by Stevie Wonder, ""I Heard It Through the Grapevine"" by Gladys Knight & the Pips, and ""Going to a Go-Go"" by The Miracles. Benjamin was influenced by the work of drummers Buddy Rich and Tito Puente. He recorded with a studio set composed of Ludwig, Slingerland, Rogers and Gretsch components and probably Zildjian cymbals. By the late 1960s, Benjamin struggled with drug and alcohol addiction, and fellow Funk Brothers Uriel Jones and Richard ""Pistol"" Allen increasingly recorded more of the drum tracks for the studio's releases. Benjamin died on April 20, 1969, of a stroke at age 43. Benjamin was inducted into the ""Sidemen"" category of the Rock and Roll Hall of Fame in 2003. He was named the eleventh best drummer of all time by the Rolling Stone magazine in 2016.","Birmingham, Alabama, U.S.",33.5186,-86.8103,1925.0
669,http://dbpedia.org/resource/Benny_Golson,Benny Golson,"Benny Golson (born January 25, 1929) is an American bebop/hard bop jazz tenor saxophonist, composer, and arranger. He came to prominence with the big bands of Lionel Hampton and Dizzy Gillespie, more as a writer than a performer, before launching his solo career. Golson is known for co-founding and co-leading The Jazztet with trumpeter Art Farmer in 1959. From the late 1960s through the 1970s Golson was in demand as an arranger for film and television and thus was less active as a performer, but he and Farmer reformed the Jazztet in 1982.","Benny Golson (born January 25, 1929) is an American bebop/hard bop jazz tenor saxophonist, composer, and arranger. He came to prominence with the big bands of Lionel Hampton and Dizzy Gillespie, more as a writer than a performer, before launching his solo career. Golson is known for co-founding and co-leading The Jazztet with trumpeter Art Farmer in 1959. From the late 1960s through the 1970s Golson was in demand as an arranger for film and television and thus was less active as a performer, but he and Farmer reformed the Jazztet in 1982. In addition to ""I Remember Clifford"", many of Golson's compositions have become jazz standards including ""Blues March"", ""Whisper Not"", and ""Killer Joe"".","Philadelphia, Pennsylvania, United States",39.9528,-75.1636,1929.0
670,http://dbpedia.org/resource/Benny_Goodman,Benny Goodman,"Benjamin David Goodman (May 30, 1909 – June 13, 1986) was an American jazz clarinetist and bandleader known as the ""King of Swing"". In the mid-1930s, Goodman led one of the most popular musical groups in the United States. His concert at Carnegie Hall in New York City on January 16, 1938 is described by critic Bruce Eder as ""the single most important jazz or popular music concert in history: jazz's 'coming out' party to the world of 'respectable' music.""","Benjamin David Goodman (May 30, 1909 – June 13, 1986) was an American jazz clarinetist and bandleader known as the ""King of Swing"". In the mid-1930s, Goodman led one of the most popular musical groups in the United States. His concert at Carnegie Hall in New York City on January 16, 1938 is described by critic Bruce Eder as ""the single most important jazz or popular music concert in history: jazz's 'coming out' party to the world of 'respectable' music."" Goodman's bands started the careers of many jazz musicians. During an era of racial segregation, he led one of the first integrated jazz groups. He performed nearly to the end of his life while exploring an interest in classical music.","Chicago, Illinois, U.S.",41.8219,-87.703,1909.0
675,http://dbpedia.org/resource/Benny_Green_(pianist),Benny Green,"Benny Green (born April 4, 1963) is an American hard bop jazz pianist who was a member of Art Blakey's Jazz Messengers. He has been compared to Bud Powell and Oscar Peterson in style and counts them as influences.","Benny Green (born April 4, 1963) is an American hard bop jazz pianist who was a member of Art Blakey's Jazz Messengers. He has been compared to Bud Powell and Oscar Peterson in style and counts them as influences.","New York City, New York, U.S.",40.7127,-74.006,1963.0
676,http://dbpedia.org/resource/Benny_Reid,Benny Reid,"Benny Reid (born October 7, 1980) is a jazz saxophonist. Reid was born in Westfield, New Jersey, and his parents exposed him to the music of John Coltrane and Miles Davis. His high school teacher was Andy Fusco, saxophonist with the Buddy Rich band. Reid cited as his biggest saxophone influences Stan Getz, Joe Henderson, and Paul Desmond. In 2002, he graduated from the music program at Indiana University. He also studied with Eric Alexander, Mike LeDonne, Chris Potter, and Dick Oatts.","Benny Reid (born October 7, 1980) is a jazz saxophonist. Reid was born in Westfield, New Jersey, and his parents exposed him to the music of John Coltrane and Miles Davis. His high school teacher was Andy Fusco, saxophonist with the Buddy Rich band. Reid cited as his biggest saxophone influences Stan Getz, Joe Henderson, and Paul Desmond. In 2002, he graduated from the music program at Indiana University. He also studied with Eric Alexander, Mike LeDonne, Chris Potter, and Dick Oatts. Reid's first album as leader, Findings, was released in 2007 by Concord Records. His second, Escaping Shadows, includes a cover version of ""Always and Forever"" by Pat Metheny.","Westfield, New Jersey, U.S.",40.6516,-74.3434,1980.0
